	x		sin(x)		sin'(x)
      0.83	      0.74	      0.67
      0.84	      0.74	      0.66
      0.85	      0.75	      0.66
      0.86	      0.76	      0.65
      0.87	      0.76	      0.64
      0.88	      0.77	      0.63
      0.89	      0.78	      0.63
      0.90	      0.78	      0.62
      0.91	      0.79	      0.61
      0.92	      0.80	      0.60
      0.93	      0.80	      0.59
      0.94	      0.81	      0.59
      0.95	      0.81	      0.58
      0.96	      0.82	      0.57
      0.97	      0.82	      0.56
      0.98	      0.83	      0.55
      0.99	      0.84	      0.54
      1.00	      0.84	      0.54
      1.01	      0.85	      0.53
      1.02	      0.85	      0.52
      1.03	      0.86	      0.51
      1.04	      0.86	      0.50
      1.05	      0.87	      0.49
      1.06	      0.87	      0.48
      1.07	      0.88	      0.48
      1.08	      0.88	      0.47
      1.09	      0.89	      0.46
      1.10	      0.89	      0.45
      1.11	      0.90	      0.44
      1.12	      0.90	      0.43
      1.13	      0.90	      0.42
      1.14	      0.91	      0.41
      1.15	      0.91	      0.40
      1.16	      0.92	      0.39
      1.17	      0.92	      0.39
      1.18	      0.92	      0.38
      1.19	      0.93	      0.37
      1.20	      0.93	      0.36
      1.21	      0.94	      0.35
      1.22	      0.94	      0.34
      1.23	      0.94	      0.33
      1.24	      0.95	      0.32
      1.25	      0.95	      0.31
      1.26	      0.95	      0.30
      1.27	      0.96	      0.29
      1.28	      0.96	      0.28
      1.29	      0.96	      0.27
      1.30	      0.96	      0.26
      1.31	      0.97	      0.25
      1.32	      0.97	      0.24
      1.33	      0.97	      0.23
      1.34	      0.97	      0.22
      1.35	      0.98	      0.21
      1.36	      0.98	      0.20
      1.37	      0.98	      0.19
      1.38	      0.98	      0.18
      1.39	      0.98	      0.17
      1.40	      0.99	      0.17
      1.41	      0.99	      0.16
      1.42	      0.99	      0.15
      1.43	      0.99	      0.14
      1.44	      0.99	      0.13
      1.45	      0.99	      0.12
      1.46	      0.99	      0.11
      1.47	      0.99	      0.10
      1.48	      1.00	      0.09
      1.49	      1.00	      0.08
      1.50	      1.00	      0.07
      1.51	      1.00	      0.06
      1.52	      1.00	      0.05
      1.53	      1.00	      0.04
      1.54	      1.00	      0.03
      1.55	      1.00	      0.02
      1.56	      1.00	      0.01
      1.57	      1.00	     -0.00
      1.58	      1.00	     -0.01
      1.59	      1.00	     -0.02
      1.60	      1.00	     -0.03
      1.61	      1.00	     -0.04
      1.62	      1.00	     -0.05
      1.63	      1.00	     -0.06
      1.64	      1.00	     -0.07
      1.65	      1.00	     -0.08
      1.66	      1.00	     -0.09
      1.67	      1.00	     -0.10
      1.68	      0.99	     -0.11
      1.69	      0.99	     -0.12
      1.70	      0.99	     -0.13
      1.71	      0.99	     -0.14
      1.72	      0.99	     -0.15
      1.73	      0.99	     -0.16
      1.74	      0.99	     -0.17
      1.75	      0.98	     -0.18
      1.76	      0.98	     -0.19
      1.77	      0.98	     -0.20
      1.78	      0.98	     -0.21
      1.79	      0.98	     -0.22
      1.80	      0.97	     -0.23
      1.81	      0.97	     -0.24
      1.82	      0.97	     -0.25
      1.83	      0.97	     -0.26
      1.84	      0.96	     -0.27
      1.85	      0.96	     -0.28
      1.86	      0.96	     -0.29
      1.87	      0.96	     -0.30
      1.88	      0.95	     -0.31
      1.89	      0.95	     -0.32
      1.90	      0.95	     -0.33
      1.91	      0.94	     -0.34
      1.92	      0.94	     -0.35
      1.93	      0.94	     -0.36
      1.94	      0.93	     -0.37
      1.95	      0.93	     -0.37
      1.96	      0.93	     -0.38
      1.97	      0.92	     -0.39
      1.98	      0.92	     -0.40
      1.99	      0.91	     -0.41
      2.00	      0.91	     -0.42
      2.01	      0.91	     -0.43
      2.02	      0.90	     -0.44
      2.03	      0.90	     -0.45
      2.04	      0.89	     -0.46
      2.05	      0.89	     -0.47
      2.06	      0.88	     -0.47
      2.07	      0.88	     -0.48
      2.08	      0.87	     -0.49
      2.09	      0.87	     -0.50
      2.10	      0.86	     -0.51
      2.11	      0.86	     -0.52
      2.12	      0.85	     -0.53
      2.13	      0.85	     -0.53
      2.14	      0.84	     -0.54
      2.15	      0.84	     -0.55
      2.16	      0.83	     -0.56
      2.17	      0.83	     -0.57
      2.18	      0.82	     -0.58
      2.19	      0.81	     -0.58
      2.20	      0.81	     -0.59
      2.21	      0.80	     -0.60
      2.22	      0.80	     -0.61
      2.23	      0.79	     -0.62
      2.24	      0.78	     -0.62
      2.25	      0.78	     -0.63
      2.26	      0.77	     -0.64
      2.27	      0.77	     -0.65
      2.28	      0.76	     -0.66
      2.29	      0.75	     -0.66
      2.30	      0.75	     -0.67
      2.31	      0.74	     -0.68
      2.32	      0.73	     -0.68
      2.33	      0.73	     -0.69
      2.34	      0.72	     -0.70
      2.35	      0.71	     -0.71
      2.36	      0.70	     -0.71
      2.37	      0.70	     -0.72
      2.38	      0.69	     -0.73
      2.39	      0.68	     -0.73
      2.40	      0.68	     -0.74
      2.41	      0.67	     -0.75
      2.42	      0.66	     -0.75
      2.43	      0.65	     -0.76
      2.44	      0.65	     -0.77
      2.45	      0.64	     -0.77
      2.46	      0.63	     -0.78
      2.47	      0.62	     -0.79
      2.48	      0.61	     -0.79
      2.49	      0.61	     -0.80
      2.50	      0.60	     -0.80
      2.51	      0.59	     -0.81
      2.52	      0.58	     -0.82
      2.53	      0.57	     -0.82
      2.54	      0.57	     -0.83
      2.55	      0.56	     -0.83
      2.56	      0.55	     -0.84
      2.57	      0.54	     -0.84
      2.58	      0.53	     -0.85
      2.59	      0.52	     -0.85
      2.60	      0.52	     -0.86
      2.61	      0.51	     -0.86
      2.62	      0.50	     -0.87
      2.63	      0.49	     -0.87
      2.64	      0.48	     -0.88
      2.65	      0.47	     -0.88
      2.66	      0.46	     -0.89
      2.67	      0.45	     -0.89
      2.68	      0.45	     -0.90
      2.69	      0.44	     -0.90
      2.70	      0.43	     -0.91
      2.71	      0.42	     -0.91
      2.72	      0.41	     -0.91
      2.73	      0.40	     -0.92
      2.74	      0.39	     -0.92
      2.75	      0.38	     -0.93
      2.76	      0.37	     -0.93
      2.77	      0.36	     -0.93
      2.78	      0.35	     -0.94
      2.79	      0.34	     -0.94
      2.80	      0.33	     -0.94
      2.81	      0.33	     -0.95
      2.82	      0.32	     -0.95
      2.83	      0.31	     -0.95
      2.84	      0.30	     -0.96
      2.85	      0.29	     -0.96
      2.86	      0.28	     -0.96
      2.87	      0.27	     -0.96
      2.88	      0.26	     -0.97
      2.89	      0.25	     -0.97
      2.90	      0.24	     -0.97
      2.91	      0.23	     -0.97
      2.92	      0.22	     -0.98
      2.93	      0.21	     -0.98
      2.94	      0.20	     -0.98
      2.95	      0.19	     -0.98
      2.96	      0.18	     -0.98
      2.97	      0.17	     -0.99
      2.98	      0.16	     -0.99
      2.99	      0.15	     -0.99
      3.00	      0.14	     -0.99
      3.01	      0.13	     -0.99
      3.02	      0.12	     -0.99
      3.03	      0.11	     -0.99
      3.04	      0.10	     -1.00
      3.05	      0.09	     -1.00
      3.06	      0.08	     -1.00
      3.07	      0.07	     -1.00
      3.08	      0.06	     -1.00
      3.09	      0.05	     -1.00
      3.10	      0.04	     -1.00
      3.11	      0.03	     -1.00
      3.12	      0.02	     -1.00
      3.13	      0.01	     -1.00
      3.14	      0.00	     -1.00
      3.15	     -0.01	     -1.00
      3.16	     -0.02	     -1.00
      3.17	     -0.03	     -1.00
      3.18	     -0.04	     -1.00
      3.19	     -0.05	     -1.00
      3.20	     -0.06	     -1.00
      3.21	     -0.07	     -1.00
      3.22	     -0.08	     -1.00
      3.23	     -0.09	     -1.00
      3.24	     -0.10	     -0.99
      3.25	     -0.11	     -0.99
      3.26	     -0.12	     -0.99
      3.27	     -0.13	     -0.99
      3.28	     -0.14	     -0.99
      3.29	     -0.15	     -0.99
      3.30	     -0.16	     -0.99
      3.31	     -0.17	     -0.98
      3.32	     -0.18	     -0.98
      3.33	     -0.19	     -0.98
      3.34	     -0.20	     -0.98
      3.35	     -0.21	     -0.98
      3.36	     -0.22	     -0.98
      3.37	     -0.23	     -0.97
      3.38	     -0.24	     -0.97
      3.39	     -0.25	     -0.97
      3.40	     -0.26	     -0.97
      3.41	     -0.27	     -0.96
      3.42	     -0.27	     -0.96
      3.43	     -0.28	     -0.96
      3.44	     -0.29	     -0.95
      3.45	     -0.30	     -0.95
      3.46	     -0.31	     -0.95
      3.47	     -0.32	     -0.94
      3.48	     -0.33	     -0.94
      3.49	     -0.34	     -0.94
      3.50	     -0.35	     -0.93
      3.51	     -0.36	     -0.93
      3.52	     -0.37	     -0.93
      3.53	     -0.38	     -0.92
      3.54	     -0.39	     -0.92
      3.55	     -0.40	     -0.92
      3.56	     -0.41	     -0.91
      3.57	     -0.42	     -0.91
      3.58	     -0.42	     -0.90
      3.59	     -0.43	     -0.90
      3.60	     -0.44	     -0.89
      3.61	     -0.45	     -0.89
      3.62	     -0.46	     -0.89
      3.63	     -0.47	     -0.88
      3.64	     -0.48	     -0.88
      3.65	     -0.49	     -0.87
      3.66	     -0.50	     -0.87
      3.67	     -0.50	     -0.86
      3.68	     -0.51	     -0.86
      3.69	     -0.52	     -0.85
      3.70	     -0.53	     -0.85
      3.71	     -0.54	     -0.84
      3.72	     -0.55	     -0.83
      3.73	     -0.56	     -0.83
      3.74	     -0.56	     -0.82
      3.75	     -0.57	     -0.82
      3.76	     -0.58	     -0.81
      3.77	     -0.59	     -0.81
      3.78	     -0.60	     -0.80
      3.79	     -0.60	     -0.79
      3.80	     -0.61	     -0.79
      3.81	     -0.62	     -0.78
      3.82	     -0.63	     -0.78
      3.83	     -0.64	     -0.77
      3.84	     -0.64	     -0.76
      3.85	     -0.65	     -0.76
      3.86	     -0.66	     -0.75
      3.87	     -0.67	     -0.74
      3.88	     -0.67	     -0.74
      3.89	     -0.68	     -0.73
      3.90	     -0.69	     -0.72
      3.91	     -0.69	     -0.72
      3.92	     -0.70	     -0.71
      3.93	     -0.71	     -0.70
      3.94	     -0.72	     -0.69
      3.95	     -0.72	     -0.69
      3.96	     -0.73	     -0.68
      3.97	     -0.74	     -0.67
      3.98	     -0.74	     -0.66
      3.99	     -0.75	     -0.66
      4.00	     -0.76	     -0.65
      4.01	     -0.76	     -0.64
      4.02	     -0.77	     -0.63
      4.03	     -0.78	     -0.63
      4.04	     -0.78	     -0.62
      4.05	     -0.79	     -0.61
      4.06	     -0.79	     -0.60
      4.07	     -0.80	     -0.60
      4.08	     -0.81	     -0.59
      4.09	     -0.81	     -0.58
      4.10	     -0.82	     -0.57
      4.11	     -0.82	     -0.56
      4.12	     -0.83	     -0.55
      4.13	     -0.84	     -0.55
      4.14	     -0.84	     -0.54
      4.15	     -0.85	     -0.53
      4.16	     -0.85	     -0.52
      4.17	     -0.86	     -0.51
      4.18	     -0.86	     -0.50
      4.19	     -0.87	     -0.49
      4.20	     -0.87	     -0.49
      4.21	     -0.88	     -0.48
      4.22	     -0.88	     -0.47
      4.23	     -0.89	     -0.46
      4.24	     -0.89	     -0.45
      4.25	     -0.89	     -0.44
      4.26	     -0.90	     -0.43
      4.27	     -0.90	     -0.42
      4.28	     -0.91	     -0.41
      4.29	     -0.91	     -0.41
      4.30	     -0.92	     -0.40
      4.31	     -0.92	     -0.39
      4.32	     -0.92	     -0.38
      4.33	     -0.93	     -0.37
      4.34	     -0.93	     -0.36
      4.35	     -0.94	     -0.35
      4.36	     -0.94	     -0.34
      4.37	     -0.94	     -0.33
      4.38	     -0.95	     -0.32
      4.39	     -0.95	     -0.31
      4.40	     -0.95	     -0.30
      4.41	     -0.95	     -0.29
      4.42	     -0.96	     -0.28
      4.43	     -0.96	     -0.27
      4.44	     -0.96	     -0.26
      4.45	     -0.97	     -0.25
      4.46	     -0.97	     -0.24
      4.47	     -0.97	     -0.24
      4.48	     -0.97	     -0.23
      4.49	     -0.98	     -0.22
      4.50	     -0.98	     -0.21
      4.51	     -0.98	     -0.20
      4.52	     -0.98	     -0.19
      4.53	     -0.98	     -0.18
      4.54	     -0.99	     -0.17
      4.55	     -0.99	     -0.16
      4.56	     -0.99	     -0.15
      4.57	     -0.99	     -0.14
      4.58	     -0.99	     -0.13
      4.59	     -0.99	     -0.12
      4.60	     -0.99	     -0.11
      4.61	     -0.99	     -0.10
      4.62	     -1.00	     -0.09
      4.63	     -1.00	     -0.08
      4.64	     -1.00	     -0.07
      4.65	     -1.00	     -0.06
      4.66	     -1.00	     -0.05
      4.67	     -1.00	     -0.04
      4.68	     -1.00	     -0.03
      4.69	     -1.00	     -0.02
      4.70	     -1.00	     -0.01
      4.71	     -1.00	      0.00
      4.72	     -1.00	      0.01
      4.73	     -1.00	      0.02
      4.74	     -1.00	      0.03
      4.75	     -1.00	      0.04
      4.76	     -1.00	      0.05
      4.77	     -1.00	      0.06
      4.78	     -1.00	      0.07
      4.79	     -1.00	      0.08
      4.80	     -1.00	      0.09
      4.81	     -1.00	      0.10
      4.82	     -0.99	      0.11
      4.83	     -0.99	      0.12
      4.84	     -0.99	      0.13
      4.85	     -0.99	      0.14
      4.86	     -0.99	      0.15
      4.87	     -0.99	      0.16
      4.88	     -0.99	      0.17
      4.89	     -0.98	      0.18
      4.90	     -0.98	      0.19
      4.91	     -0.98	      0.20
      4.92	     -0.98	      0.21
      4.93	     -0.98	      0.22
      4.94	     -0.97	      0.23
      4.95	     -0.97	      0.24
      4.96	     -0.97	      0.25
      4.97	     -0.97	      0.26
      4.98	     -0.96	      0.27
      4.99	     -0.96	      0.28
      5.00	     -0.96	      0.29
      5.01	     -0.96	      0.30
      5.02	     -0.95	      0.31
      5.03	     -0.95	      0.32
      5.04	     -0.95	      0.33
      5.05	     -0.94	      0.34
      5.06	     -0.94	      0.35
      5.07	     -0.94	      0.35
      5.08	     -0.93	      0.36
      5.09	     -0.93	      0.37
      5.10	     -0.93	      0.38
      5.11	     -0.92	      0.39
      5.12	     -0.92	      0.40
      5.13	     -0.91	      0.41
      5.14	     -0.91	      0.42
      5.15	     -0.91	      0.43
      5.16	     -0.90	      0.44
      5.17	     -0.90	      0.45
      5.18	     -0.89	      0.46
      5.19	     -0.89	      0.46
      5.20	     -0.88	      0.47
      5.21	     -0.88	      0.48
      5.22	     -0.87	      0.49
      5.23	     -0.87	      0.50
      5.24	     -0.86	      0.51
      5.25	     -0.86	      0.52
      5.26	     -0.85	      0.52
      5.27	     -0.85	      0.53
      5.28	     -0.84	      0.54
      5.29	     -0.84	      0.55
      5.30	     -0.83	      0.56
      5.31	     -0.83	      0.57
      5.32	     -0.82	      0.58
      5.33	     -0.82	      0.58
      5.34	     -0.81	      0.59
      5.35	     -0.80	      0.60
      5.36	     -0.80	      0.61
      5.37	     -0.79	      0.62
      5.38	     -0.79	      0.62
      5.39	     -0.78	      0.63
      5.40	     -0.77	      0.64
      5.41	     -0.77	      0.65
      5.42	     -0.76	      0.65
      5.43	     -0.75	      0.66
      5.44	     -0.75	      0.67
      5.45	     -0.74	      0.68
      5.46	     -0.73	      0.68
      5.47	     -0.73	      0.69
      5.48	     -0.72	      0.70
      5.49	     -0.71	      0.71
      5.50	     -0.71	      0.71
      5.51	     -0.70	      0.72
      5.52	     -0.69	      0.73
      5.53	     -0.68	      0.73
      5.54	     -0.68	      0.74
      5.55	     -0.67	      0.75
      5.56	     -0.66	      0.75
      5.57	     -0.65	      0.76
      5.58	     -0.65	      0.77
      5.59	     -0.64	      0.77
      5.60	     -0.63	      0.78
      5.61	     -0.62	      0.78
      5.62	     -0.62	      0.79
      5.63	     -0.61	      0.80
      5.64	     -0.60	      0.80
      5.65	     -0.59	      0.81
      5.66	     -0.58	      0.81
      5.67	     -0.58	      0.82
      5.68	     -0.57	      0.83
      5.69	     -0.56	      0.83
      5.70	     -0.55	      0.84
      5.71	     -0.54	      0.84
      5.72	     -0.53	      0.85
      5.73	     -0.53	      0.85
      5.74	     -0.52	      0.86
      5.75	     -0.51	      0.86
      5.76	     -0.50	      0.87
      5.77	     -0.49	      0.87
      5.78	     -0.48	      0.88
      5.79	     -0.47	      0.88
      5.80	     -0.46	      0.89
      5.81	     -0.46	      0.89
      5.82	     -0.45	      0.90
      5.83	     -0.44	      0.90
      5.84	     -0.43	      0.91
      5.85	     -0.42	      0.91
      5.86	     -0.41	      0.91
      5.87	     -0.40	      0.92
      5.88	     -0.39	      0.92
      5.89	     -0.38	      0.93
      5.90	     -0.37	      0.93
      5.91	     -0.36	      0.93
      5.92	     -0.36	      0.94
      5.93	     -0.35	      0.94
      5.94	     -0.34	      0.94
      5.95	     -0.33	      0.95
      5.96	     -0.32	      0.95
      5.97	     -0.31	      0.95
      5.98	     -0.30	      0.96
      5.99	     -0.29	      0.96
      6.00	     -0.28	      0.96
      6.01	     -0.27	      0.96
      6.02	     -0.26	      0.97
      6.03	     -0.25	      0.97
      6.04	     -0.24	      0.97
      6.05	     -0.23	      0.97
      6.06	     -0.22	      0.98
      6.07	     -0.21	      0.98
      6.08	     -0.20	      0.98
      6.09	     -0.19	      0.98
      6.10	     -0.18	      0.98
      6.11	     -0.17	      0.99
      6.12	     -0.16	      0.99
      6.13	     -0.15	      0.99
      6.14	     -0.14	      0.99
      6.15	     -0.13	      0.99
      6.16	     -0.12	      0.99
      6.17	     -0.11	      0.99
      6.18	     -0.10	      1.00
      6.19	     -0.09	      1.00
      6.20	     -0.08	      1.00
      6.21	     -0.07	      1.00
      6.22	     -0.06	      1.00
      6.23	     -0.05	      1.00
      6.24	     -0.04	      1.00
      6.25	     -0.03	      1.00
      6.26	     -0.02	      1.00
      6.27	     -0.01	      1.00
      6.28	     -0.00	      1.00
